vessel_key,identity_basis,name,imo,mmsi,operator,ais_type,type_label,length_m,width_m,gross_tonnage,dimension_quality,size_band_reliable,existing_cruise_classification,candidate_classification,confidence_score,classification_reasons,exclusion_reasons,total_estimated_co2_tonnes,latest_month_estimated_co2_tonnes,observation_count,active_days,first_observed,latest_observed
IMO:0,IMO,SOBRINO,0,244059206,,Passenger ship,Passenger ship,17,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,93,2,2026-07-01T13:15:52.547Z,2026-07-02T14:49:50.262Z
IMO:1004443,IMO,M/Y VARMAR-VE,1004443,232193000,,Passenger ship,Passenger ship,55,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,0,0,138,2,2026-07-01T13:32:37.130Z,2026-07-02T14:48:37.024Z
IMO:1012294,IMO,GRACE,1012294,319061600,,Passenger ship,Passenger ship,81,14,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,43,2,2026-07-01T13:57:21.482Z,2026-07-02T14:48:22.307Z
IMO:1013250,IMO,FRISIA E-I,1013250,218055770,,Passenger ship,Passenger ship,32,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,95.363,95.363,83,2,2026-07-01T14:45:26.499Z,2026-07-02T14:49:55.106Z
IMO:1016953,IMO,PROTOPOROS XVIII,1016953,240628200,,60,60,84,18,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,76.48,76.48,17,2,2026-07-01T17:32:16.633Z,2026-07-02T14:30:10.284Z
IMO:1020588,IMO,AGGELIS F. III,1020588,240639300,,Passenger ship,Passenger ship,75,16,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,1,1,2026-07-02T11:52:34.550Z,2026-07-02T11:52:34.550Z
IMO:1022809,IMO,SPRING OF THE FJORDS,1022809,259034400,,60,60,46,12,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,107.719,107.719,43,2,2026-07-01T13:56:11.975Z,2026-07-02T14:42:01.644Z
IMO:1024857,IMO,LEROY TROLLFJORD,1024857,259042710,,Passenger ship,Passenger ship,18,11,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,40.98,40.98,91,2,2026-07-01T13:49:56.935Z,2026-07-02T14:48:17.854Z
IMO:1031446,IMO,EMERALD KAIA,1031446,311001556,,Passenger ship,Passenger ship,120,18,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,0,0,9,1,2026-07-02T11:59:03.970Z,2026-07-02T14:47:04.049Z
IMO:1039051,IMO,CABARET2,1039051,367083060,,Passenger ship,Passenger ship,0,0,0,MISSING,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.58,IMO present; MMSI present; AIS/type metadata: Passenger ship,no yacht evidence in available metadata,12.531,12.531,32,1,2026-07-02T13:35:58.523Z,2026-07-02T14:43:18.283Z
IMO:1050193,IMO,OE CORINTHIAN,1050193,228488800,,Passenger ship,Passenger ship,223,26,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,0,0,4,1,2026-07-02T11:55:09.664Z,2026-07-02T14:07:09.265Z
IMO:1052347,IMO,ISLAND XWSALUXUL,1052347,316059023,,Passenger ship,Passenger ship,81,17,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,80.74,80.74,111,2,2026-07-01T15:09:12.841Z,2026-07-02T14:50:23.266Z
IMO:1056405,IMO,ROYAL DAFFODIL,1056405,232064844,,60,60,50,12,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,52.041,52.041,84,2,2026-07-01T13:21:17.167Z,2026-07-02T14:46:10.712Z
IMO:1058195,IMO,SOHOLMEN,1058195,259049600,,Passenger ship,Passenger ship,84,14,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,3,1,2026-07-02T12:30:37.184Z,2026-07-02T14:43:35.975Z
IMO:1064340,IMO,PROTOPOROS XIX,1064340,240699400,,Passenger ship,Passenger ship,93,16,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,30.791,30.791,32,1,2026-07-02T12:27:39.251Z,2026-07-02T14:49:08.800Z
IMO:1067782,IMO,SILVER RAVEN,1067782,232061638,,60,60,39,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.7,IMO present; MMSI present; AIS/type metadata: 60,dimensions are implausible for a yacht analysis,123.962,123.962,160,2,2026-07-01T13:26:06.672Z,2026-07-02T14:45:56.699Z
IMO:1073573,IMO,STARLITE GRATITUDE,1073573,548041101,,60,60,67,15,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,0,0,,
IMO:1074527,IMO,CAPU ROSSU,1074527,228500700,,69,69,204,32,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 69; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,19.93,19.93,22,2,2026-07-01T17:05:09.943Z,2026-07-02T14:32:04.374Z
IMO:1076082,IMO,ORBIT CLIPPER,1076082,232059441,,Passenger ship,Passenger ship,24,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,21.723,21.723,117,2,2026-07-01T13:40:33.123Z,2026-07-02T14:41:32.369Z
IMO:1089390,IMO,VARGSUND,1089390,259049300,,Passenger ship,Passenger ship,50,13,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,45.963,45.963,58,2,2026-07-01T13:28:36.646Z,2026-07-02T14:48:27.174Z
IMO:1089405,IMO,SEILAND,1089405,257432050,,Passenger ship,Passenger ship,50,13,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,97.307,97.307,43,2,2026-07-01T13:28:42.731Z,2026-07-02T14:50:41.975Z
IMO:1122611,IMO,ALKYON V,1122611,240694500,,60,60,58,14,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,69.604,69.604,129,2,2026-07-01T13:49:30.784Z,2026-07-02T14:50:04.737Z
IMO:1138804,IMO,MENANGIO X,1138804,240726100,,Passenger ship,Passenger ship,24,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,1,1,2026-07-02T13:47:12.853Z,2026-07-02T13:47:12.853Z
IMO:1142992,IMO,OCEAN STATE,1142992,367675020,,Passenger ship,Passenger ship,21,8,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,113.623,113.623,59,2,2026-07-01T13:50:39.855Z,2026-07-02T13:52:37.357Z
IMO:1147419,IMO,CHRISTINE ELIZABETH,1147419,368053340,,Passenger ship,Passenger ship,14,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,2,1,2026-07-01T18:15:17.819Z,2026-07-01T18:17:17.996Z
IMO:1288191,IMO,AMERICAN.HARMONY,1288191,368082970,,Passenger ship,Passenger ship,92,17,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,31,2,2026-07-01T15:28:36.913Z,2026-07-02T14:44:30.864Z
IMO:1288464,IMO,RAINBOW CRUISE,1288464,368063930,,Passenger ship,Passenger ship,29,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,135.995,135.995,137,2,2026-07-01T14:15:05.245Z,2026-07-02T14:44:36.313Z
IMO:1294433,IMO,EAGLE II,1294433,368091590,,Passenger ship,Passenger ship,152,40,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,107.12200000000001,107.12200000000001,147,2,2026-07-01T13:18:10.372Z,2026-07-02T14:50:06.960Z
IMO:1295218,IMO,CABRILLO,1295218,367373970,,Passenger ship,Passenger ship,22,7,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,96.534,96.534,98,2,2026-07-01T16:01:49.729Z,2026-07-02T14:50:05.654Z
IMO:1300852,IMO,PURPOSE,1300852,368129810,,Passenger ship,Passenger ship,30,9,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,67.536,67.536,35,1,2026-07-01T15:21:16.893Z,2026-07-01T18:14:54.411Z
IMO:1324772,IMO,DORADO,1324772,368248520,,Passenger ship,Passenger ship,40,11,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,106,2,2026-07-01T15:13:58.816Z,2026-07-02T14:37:29.242Z
IMO:1344283,IMO,CHARLES NORMAN SHAY,1344283,368363010,,Passenger ship,Passenger ship,32,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,21.499,21.499,19,1,2026-07-02T13:57:21.685Z,2026-07-02T14:49:07.172Z
IMO:1488481,IMO,CAPT RICHARD SPEAR,1488481,368246580,,Passenger ship,Passenger ship,46,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,150.49300000000002,150.49300000000002,102,2,2026-07-01T13:19:11.083Z,2026-07-02T14:48:50.497Z
IMO:2314429,IMO,OSTARA,2314429,244710137,,Passenger ship,Passenger ship,26,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,43.87,43.87,171,2,2026-07-01T13:30:19.017Z,2026-07-02T14:48:50.306Z
IMO:235,IMO,THE HUNTER,235,367308110,,Passenger ship,Passenger ship,18,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,172,2,2026-07-01T13:18:43.017Z,2026-07-02T14:47:24.073Z
IMO:25100118,IMO,RIVER CRUISE,25100118,261182900,,Passenger ship,Passenger ship,5,15,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,non-yacht service/commercial vessel signal detected; dimensions are implausible for a yacht analysis,123.339,123.339,105,2,2026-07-01T13:28:00.783Z,2026-07-02T12:50:59.657Z
IMO:276,IMO,BAY STATE,276,367383190,,Passenger ship,Passenger ship,0,0,0,MISSING,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.58,IMO present; MMSI present; AIS/type metadata: Passenger ship,no yacht evidence in available metadata,68.856,68.856,84,2,2026-07-01T13:22:08.617Z,2026-07-02T12:28:04.638Z
IMO:3465162,IMO,COMPASS OPERA,3465162,244187340,,Passenger ship,Passenger ship,110,12,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,104.68,104.68,21,2,2026-07-01T13:23:50.970Z,2026-07-02T14:43:53.121Z
IMO:4803020,IMO,RHEINMAGIE,4803020,211876920,,Passenger ship,Passenger ship,90,20,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,19.157,19.157,27,2,2026-07-01T16:24:16.245Z,2026-07-02T14:46:24.097Z
IMO:5073234,IMO,LADY ADRIANA,5073234,247063800,,69,69,44,8,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 69; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,34,2,2026-07-01T13:31:55.332Z,2026-07-02T14:40:04.930Z
IMO:5076949,IMO,COHO,5076949,366929710,,Passenger ship,Passenger ship,103,20,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,95.562,95.562,117,2,2026-07-01T15:48:49.597Z,2026-07-02T14:49:23.834Z
IMO:5108270,IMO,FEINE DEERN,5108270,211547600,,Passenger ship,Passenger ship,18,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,96,2,2026-07-01T13:19:28.973Z,2026-07-02T14:46:48.687Z
IMO:5113090,IMO,STUBNITZ,5113090,211170590,,Passenger ship,Passenger ship,27,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,18.759,18.759,12,1,2026-07-02T14:02:30.960Z,2026-07-02T14:47:40.531Z
IMO:5119363,IMO,TRIP JUNIOR,5119363,245351000,,Passenger ship,Passenger ship,38,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,32,2,2026-07-01T13:54:20.162Z,2026-07-02T14:45:25.302Z
IMO:5132626,IMO,NIDAROS 2,5132626,257277400,,Passenger ship,Passenger ship,44,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / MEDIUM,LIKELY_FALSE_POSITIVE,0.88,IMO present; MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,179.914,179.914,49,2,2026-07-01T13:31:10.001Z,2026-07-02T14:46:59.449Z
IMO:5135159,IMO,GRANVIN,5135159,257264700,,60,60,27,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,113.649,113.649,36,2,2026-07-01T13:30:20.854Z,2026-07-02T14:40:47.707Z
IMO:5149928,IMO,PRINZ HEINRICH,5149928,211665460,,69,69,40,8,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 69; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,53,2,2026-07-01T13:32:23.709Z,2026-07-02T14:48:32.387Z
IMO:5150977,IMO,HINDHOLMEN,5150977,258044500,,Passenger ship,Passenger ship,30,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,49,2,2026-07-01T13:42:20.487Z,2026-07-02T14:48:17.861Z
IMO:5161158,IMO,BJOERNSHOLM,5161158,219385000,,60,60,33,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,81,2,2026-07-01T13:22:57.056Z,2026-07-02T14:46:17.391Z
IMO:5200021,IMO,DS KYSTEN,5200021,257070540,,Passenger ship,Passenger ship,43,6,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,45,2,2026-07-01T13:50:21.331Z,2026-07-02T14:38:12.763Z
IMO:5226221,IMO,MAROY,5226221,257484500,,67,67,34,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 67; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,40.083,40.083,65,2,2026-07-01T13:29:52.327Z,2026-07-02T14:27:54.269Z
IMO:5234539,IMO,MIDTHORDLAND,5234539,257304700,,Passenger ship,Passenger ship,38,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,20,2,2026-07-01T13:25:35.653Z,2026-07-02T14:26:34.365Z
IMO:5244156,IMO,JENS ALBRECHT,5244156,211226840,,Passenger ship,Passenger ship,33,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,4,1,2026-07-02T11:58:10.139Z,2026-07-02T12:46:10.193Z
IMO:5254448,IMO,LUNA AZUL,5254448,246187000,,60,60,32,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,42,2,2026-07-01T13:23:27.385Z,2026-07-02T14:41:31.914Z
IMO:5255777,IMO,NORDSTJERNEN,5255777,257276000,,Passenger ship,Passenger ship,80,13,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,46,2,2026-07-01T13:30:03.916Z,2026-07-02T14:48:03.586Z
IMO:5256537,IMO,NORRSKAR,5256537,265522430,,Passenger ship,Passenger ship,35,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,106.598,106.598,62,2,2026-07-01T15:03:31.792Z,2026-07-02T14:50:01.736Z
IMO:5262146,IMO,OLDENBURG,5262146,234990000,,Passenger ship,Passenger ship,43,8,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,20,1,2026-07-01T14:06:10.876Z,2026-07-01T18:15:13.490Z
IMO:5262861,IMO,FJAERLANDSFJORD,5262861,257238800,,Passenger ship,Passenger ship,26,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,101.167,101.167,40,2,2026-07-01T14:53:08.511Z,2026-07-02T14:48:07.644Z
IMO:5265904,IMO,AML CAVALIER MAXIM,5265904,316013357,,Passenger ship,Passenger ship,57,12,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,39.087,39.087,95,2,2026-07-01T14:01:57.640Z,2026-07-02T14:50:54.255Z
IMO:5266386,IMO,OSTER,5266386,257282500,,Passenger ship,Passenger ship,76,16,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,30,2,2026-07-01T14:38:57.786Z,2026-07-02T14:44:56.142Z
IMO:5280655,IMO,POLAR STAR,5280655,258338000,,Passenger ship,Passenger ship,46,8,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,49.251,49.251,34,2,2026-07-01T14:05:39.129Z,2026-07-02T14:48:52.961Z
IMO:5287744,IMO,NICOLA,5287744,316012834,,Passenger ship,Passenger ship,31,12,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,86.893,86.893,136,2,2026-07-01T13:42:32.728Z,2026-07-02T14:28:25.500Z
IMO:5298652,IMO,ROGALAND,5298652,257256500,,Passenger ship,Passenger ship,44,9,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,5,1,2026-07-02T13:58:53.966Z,2026-07-02T14:48:52.844Z
IMO:5308067,IMO,SALTEN,5308067,258178000,,Passenger ship,Passenger ship,48,9,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,45.29,45.29,47,2,2026-07-01T13:28:41.738Z,2026-07-02T14:34:07.811Z
IMO:5308938,IMO,SAMPO,5308938,230990040,,Passenger ship,Passenger ship,68,18,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,43,2,2026-07-01T13:22:00.255Z,2026-07-02T14:49:00.763Z
IMO:5322752,IMO,SS SHIELDHALL,5322752,232003964,,Passenger ship,Passenger ship,82,13,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,6,1,2026-07-02T12:35:59.703Z,2026-07-02T14:45:56.692Z
IMO:5330747,IMO,KAUTOKEINO,5330747,257287400,,Passenger ship,Passenger ship,30,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,1.246,1.246,115,2,2026-07-01T13:33:49.509Z,2026-07-02T14:49:19.749Z
IMO:5331571,IMO,SKUDENES,5331571,258028590,,Passenger ship,Passenger ship,38,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / MEDIUM,UNCERTAIN,0.42,IMO present; MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,63,2,2026-07-01T13:24:35.869Z,2026-07-02T14:50:36.622Z
